"X.35830865.","X.NULL.","X.ERR13902112.","X.NULL..1","X.NULL..2","X.AB.310.Genetic.Analyzer.","X.AMPLICON.","X.GENOMIC.","X.PCR."
"23816757","Recife","SRR21012910","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816756","Recife","SRR21012911","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816755","Recife","SRR21012912","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816754","Recife","SRR21012913","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816753","Recife","SRR21012914","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816752","Recife","SRR21012915","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816751","Recife","SRR21012916","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816750","Recife","SRR21012917","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816749","Recife","SRR21012918","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816748","Recife","SRR21012919","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816747","Recife","SRR21012920","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816746","Recife","SRR21012921","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816745","Recife","SRR21012922","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816744","Recife","SRR21012923","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816743","Recife","SRR21012924","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816742","Recife","SRR21012925","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816741","Recife","SRR21012926","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816740","Recife","SRR21012927","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816739","Recife","SRR21012928","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816738","Recife","SRR21012929","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816737","Recife","SRR21012930","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816736","Recife","SRR21012931","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816735","Recife","SRR21012932","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816734","Recife","SRR21012933","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816733","Recife","SRR21012934","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816732","Recife","SRR21012935","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816731","Recife","SRR21012936","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816730","Recife","SRR21012937","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816729","Recife","SRR21012938","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816728","Recife","SRR21012939","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816727","Recife","SRR21012940","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816726","Recife","SRR21012941","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816725","Recife","SRR21012942","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816724","Recife","SRR21012943","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816723","Recife","SRR21012944","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816722","Recife","SRR21012945","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816721","Recife","SRR21012946","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816720","Recife","SRR21012947","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816719","Recife","SRR21012948","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816718","Recife","SRR21012949","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816717","Recife","SRR21012950","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816716","Recife","SRR21012951","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816715","Recife","SRR21012952","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816714","Recife","SRR21012953","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816713","Recife","SRR21012954","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816712","Recife","SRR21012955","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816711","Recife","SRR21012956","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816710","Recife","SRR21012957","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816709","Recife","SRR21012958","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816708","Recife","SRR21012959","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816707","Recife","SRR21012960","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816706","Recife","SRR21012961","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816705","Recife","SRR21012962","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816704","Recife","SRR21012963","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816703","Recife","SRR21012964","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816702","Recife","SRR21012965","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816701","Recife","SRR21012966","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816700","Recife","SRR21012967","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816699","Recife","SRR21012968","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816698","Recife","SRR21012969","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816697","Recife","SRR21012970","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816696","Recife","SRR21012971","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816695","Recife","SRR21012972","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816694","Recife","SRR21012973","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816693","Recife","SRR21012974","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816692","Recife","SRR21012975","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816691","Recife","SRR21012976","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816690","Recife","SRR21012977","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816689","Recife","SRR21012978","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816688","Recife","SRR21012979","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816687","Recife","SRR21012980","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816686","Recife","SRR21012981","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816685","Recife","SRR21012982","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816684","Recife","SRR21012983","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816683","Recife","SRR21012984","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816682","Recife","SRR21012985","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816681","Recife","SRR21012986","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816680","Recife","SRR21012987","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816679","Recife","SRR21012988","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816678","Recife","SRR21012989","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816677","Recife","SRR21012990","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816676","Recife","SRR21012991","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816675","Recife","SRR21012992","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816674","Recife","SRR21012993","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816673","Recife","SRR21012994","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816672","Recife","SRR21012995","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816671","Recife","SRR21012996","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816670","Recife","SRR21012997","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816669","Recife","SRR21012998","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816668","Recife","SRR21012999","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816667","Recife","SRR21013000","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816666","Recife","SRR21013001","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816665","Recife","SRR21013002","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816664","Recife","SRR21013003","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816663","Recife","SRR21013004","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816662","Recife","SRR21013005","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816661","Recife","SRR21013006","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816660","Recife","SRR21013007","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816659","Recife","SRR21013008","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816658","Recife","SRR21013009","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816657","Recife","SRR21013010","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816656","Recife","SRR21013011","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816655","Recife","SRR21013012","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816654","Recife","SRR21013013","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816653","Recife","SRR21013014","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816652","Recife","SRR21013015","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816651","Recife","SRR21013016","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816650","Recife","SRR21013017","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816649","Recife","SRR21013018","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816648","Recife","SRR21013019","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816647","Recife","SRR21013020","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816646","Recife","SRR21013021","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816645","Recife","SRR21013022","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816644","Recife","SRR21013023","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816643","Recife","SRR21013024","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816642","Recife","SRR21013025","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816641","Recife","SRR21013026","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816640","Recife","SRR21013027","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816639","Recife","SRR21013028","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816638","Recife","SRR21013029","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816637","Recife","SRR21013030","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816636","Recife","SRR21013031","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816635","Recife","SRR21013032","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816634","Recife","SRR21013033","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816633","Recife","SRR21013034","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816632","Recife","SRR21013035","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816631","Recife","SRR21013036","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816630","Recife","SRR21013037","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816629","Recife","SRR21013038","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816628","Recife","SRR21013039","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816627","Recife","SRR21013040","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816626","Recife","SRR21013041","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816625","Recife","SRR21013042","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816624","Recife","SRR21013043","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816623","Recife","SRR21013044","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816622","Recife","SRR21013045","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816621","Recife","SRR21013046","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816620","Recife","SRR21013047","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816619","Recife","SRR21013048","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816618","Recife","SRR21013049","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816617","Recife","SRR21013050","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816616","Recife","SRR21013051","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816615","Recife","SRR21013052","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816614","Recife","SRR21013053","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816613","Recife","SRR21013054","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816612","Recife","SRR21013055","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816611","Recife","SRR21013056","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816610","Recife","SRR21013057","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816609","Recife","SRR21013058","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816608","Recife","SRR21013059","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816607","Recife","SRR21013060","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816606","Recife","SRR21013061","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816605","Recife","SRR21013062","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816604","Recife","SRR21013063","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816603","Recife","SRR21013064","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816602","Recife","SRR21013065","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816601","Recife","SRR21013066","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816600","Recife","SRR21013067","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816599","Recife","SRR21013068","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816598","Recife","SRR21013069","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816597","Recife","SRR21013070","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816596","Recife","SRR21013071","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816595","Recife","SRR21013072","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816594","Recife","SRR21013073","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816593","Recife","SRR21013074","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816592","Recife","SRR21013075","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816591","Recife","SRR21013076","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816590","Recife","SRR21013077","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816589","Recife","SRR21013078","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816588","Recife","SRR21013079","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816587","Recife","SRR21013080","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816586","Recife","SRR21013081","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816585","Recife","SRR21013082","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816584","Recife","SRR21013083","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816583","Recife","SRR21013084","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816582","Recife","SRR21013085","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816581","Recife","SRR21013086","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816580","Recife","SRR21013087","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"23816579","Recife","SRR21013088","NULL","Aggeu Magalhaes Institute; Fiocruz PE","AB 3500 Genetic Analyzer","OTHER","OTHER","PCR"
"17262011","Barretos","SRR16491234","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262010","Barretos","SRR16491149","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262009","Barretos","SRR16491150","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262008","Barretos","SRR16491151","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262007","Barretos","SRR16491152","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262006","Barretos","SRR16491153","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
"17262005","Barretos","SRR16491154","NULL","Barretos Cancer Hospital","Ion Torrent PGM","AMPLICON","GENOMIC","PCR"
